Item Purchased,Category,Color,Location,Size,Gender,Shipping Type,Payment Method,Discount Applied,Subscription Status,Season,Frequency of Purchases,Previous Purchases,Purchase Amount (USD),Age,Category_Item_Color,Category_Item_Size,Category_Item_Location,Prob Alta (%),Classe Prevista,Risco de Review
Jacket,Footwear,White,Nevada,M,Male,Standard,PayPal,1,0,Winter,Occasionally,2,181.45,18,Footwear_Jacket_White,Footwear_Jacket_M,Footwear_Jacket_Nevada,63.16,Alta,Moderada
Jeans,Footwear,Red,Florida,S,Male,Standard,PayPal,1,0,Spring,Monthly,9,280.15,64,Footwear_Jeans_Red,Footwear_Jeans_S,Footwear_Jeans_Florida,67.8,Alta,Moderada
Jeans,Footwear,Red,Florida,XL,Female,Standard,PayPal,0,0,Summer,Monthly,0,186.18,62,Footwear_Jeans_Red,Footwear_Jeans_XL,Footwear_Jeans_Florida,62.39,Alta,Moderada
Dress,Footwear,Red,Texas,S,Male,Standard,Debit Card,1,0,Fall,Weekly,9,71.64,22,Footwear_Dress_Red,Footwear_Dress_S,Footwear_Dress_Texas,65.61,Alta,Moderada
Jeans,Accessories,Yellow,New York,XL,Male,Express,PayPal,1,0,Spring,Weekly,5,298.77,30,Accessories_Jeans_Yellow,Accessories_Jeans_XL,Accessories_Jeans_New York,82.97,Alta,Alta probabilidade
Dress,Outerwear,Yellow,California,L,Male,Standard,Debit Card,0,0,Fall,Weekly,6,267.32,22,Outerwear_Dress_Yellow,Outerwear_Dress_L,Outerwear_Dress_California,84.98,Alta,Alta probabilidade
Shoes,Clothing,Black,Florida,L,Male,Standard,PayPal,0,1,Spring,Occasionally,9,109.47,49,Clothing_Shoes_Black,Clothing_Shoes_L,Clothing_Shoes_Florida,62.43,Alta,Moderada
Jacket,Footwear,Red,Nevada,L,Male,Standard,Debit Card,1,0,Winter,Occasionally,7,231.42,68,Footwear_Jacket_Red,Footwear_Jacket_L,Footwear_Jacket_Nevada,63.39,Alta,Moderada
Dress,Accessories,Green,Nevada,M,Female,Standard,PayPal,0,0,Fall,Occasionally,0,400.5,38,Accessories_Dress_Green,Accessories_Dress_M,Accessories_Dress_Nevada,72.77,Alta,Alta probabilidade
Shoes,Accessories,White,New York,M,Female,Standard,Credit Card,1,0,Fall,Occasionally,3,299.31,41,Accessories_Shoes_White,Accessories_Shoes_M,Accessories_Shoes_New York,69.89,Alta,Moderada
Jeans,Accessories,Blue,Florida,XL,Male,Express,Credit Card,0,0,Winter,Weekly,4,57.49,35,Accessories_Jeans_Blue,Accessories_Jeans_XL,Accessories_Jeans_Florida,51.4,Alta,Moderada
Jeans,Clothing,Green,Texas,L,Male,Express,Credit Card,0,1,Fall,Occasionally,1,278.53,38,Clothing_Jeans_Green,Clothing_Jeans_L,Clothing_Jeans_Texas,87.08,Alta,Alta probabilidade
Shoes,Footwear,Yellow,Nevada,M,Male,Standard,Credit Card,1,1,Spring,Occasionally,0,354.34,27,Footwear_Shoes_Yellow,Footwear_Shoes_M,Footwear_Shoes_Nevada,94.58,Alta,Alta probabilidade
Jeans,Outerwear,Yellow,New York,L,Female,Express,PayPal,1,0,Summer,Occasionally,7,398.42,41,Outerwear_Jeans_Yellow,Outerwear_Jeans_L,Outerwear_Jeans_New York,78.95,Alta,Alta probabilidade
Shoes,Outerwear,Green,Florida,M,Female,Standard,Credit Card,1,0,Summer,Occasionally,5,318.27,57,Outerwear_Shoes_Green,Outerwear_Shoes_M,Outerwear_Shoes_Florida,62.66,Alta,Moderada
Dress,Accessories,Yellow,Florida,S,Male,Express,Debit Card,0,0,Winter,Monthly,4,84.8,64,Accessories_Dress_Yellow,Accessories_Dress_S,Accessories_Dress_Florida,62.61,Alta,Moderada
Dress,Clothing,Red,Florida,S,Male,Express,Credit Card,1,1,Spring,Weekly,8,357.98,38,Clothing_Dress_Red,Clothing_Dress_S,Clothing_Dress_Florida,84.24,Alta,Alta probabilidade
Shoes,Clothing,Black,Florida,L,Female,Standard,Credit Card,1,1,Fall,Weekly,1,341.9,42,Clothing_Shoes_Black,Clothing_Shoes_L,Clothing_Shoes_Florida,79.85,Alta,Alta probabilidade
Dress,Clothing,White,Florida,XL,Male,Express,Credit Card,1,1,Fall,Occasionally,9,21.97,69,Clothing_Dress_White,Clothing_Dress_XL,Clothing_Dress_Florida,40.54,Não-Alta,Baixa
Dress,Outerwear,Black,Nevada,M,Female,Express,PayPal,1,1,Summer,Monthly,7,211.76,40,Outerwear_Dress_Black,Outerwear_Dress_M,Outerwear_Dress_Nevada,62.95,Alta,Moderada
Dress,Accessories,White,New York,M,Female,Standard,Credit Card,1,0,Fall,Weekly,9,173.15,39,Accessories_Dress_White,Accessories_Dress_M,Accessories_Dress_New York,61.51,Alta,Moderada
T-shirt,Footwear,White,Florida,S,Male,Standard,Debit Card,0,1,Summer,Weekly,8,338.01,21,Footwear_T-shirt_White,Footwear_T-shirt_S,Footwear_T-shirt_Florida,88.2,Alta,Alta probabilidade
Jacket,Outerwear,Black,California,S,Female,Express,Credit Card,1,1,Winter,Occasionally,0,115.91,51,Outerwear_Jacket_Black,Outerwear_Jacket_S,Outerwear_Jacket_California,76.83,Alta,Alta probabilidade
Jeans,Accessories,Green,California,XL,Male,Express,Credit Card,1,0,Fall,Occasionally,6,299.53,23,Accessories_Jeans_Green,Accessories_Jeans_XL,Accessories_Jeans_California,72.0,Alta,Alta probabilidade
T-shirt,Accessories,White,New York,XL,Male,Express,Credit Card,0,0,Spring,Weekly,7,457.47,45,Accessories_T-shirt_White,Accessories_T-shirt_XL,Accessories_T-shirt_New York,93.44,Alta,Alta probabilidade
Dress,Footwear,Black,Texas,XL,Male,Standard,Debit Card,1,1,Fall,Weekly,2,400.92,48,Footwear_Dress_Black,Footwear_Dress_XL,Footwear_Dress_Texas,94.25,Alta,Alta probabilidade
Shoes,Footwear,White,Texas,L,Male,Express,Credit Card,1,1,Summer,Monthly,3,461.51,52,Footwear_Shoes_White,Footwear_Shoes_L,Footwear_Shoes_Texas,83.97,Alta,Alta probabilidade
Dress,Footwear,Blue,Texas,S,Male,Express,Debit Card,1,1,Winter,Weekly,2,489.47,56,Footwear_Dress_Blue,Footwear_Dress_S,Footwear_Dress_Texas,91.02,Alta,Alta probabilidade
Jacket,Clothing,Green,California,L,Male,Express,Debit Card,1,1,Summer,Weekly,6,15.23,59,Clothing_Jacket_Green,Clothing_Jacket_L,Clothing_Jacket_California,35.29,Não-Alta,Baixa
Dress,Footwear,Red,Texas,S,Female,Standard,Credit Card,1,0,Fall,Occasionally,8,315.14,40,Footwear_Dress_Red,Footwear_Dress_S,Footwear_Dress_Texas,83.65,Alta,Alta probabilidade
Shoes,Accessories,White,Nevada,S,Female,Standard,Debit Card,0,0,Summer,Weekly,2,212.29,23,Accessories_Shoes_White,Accessories_Shoes_S,Accessories_Shoes_Nevada,67.17,Alta,Moderada
Jacket,Footwear,Blue,Florida,M,Female,Standard,PayPal,0,1,Summer,Occasionally,5,431.33,33,Footwear_Jacket_Blue,Footwear_Jacket_M,Footwear_Jacket_Florida,83.26,Alta,Alta probabilidade
Dress,Accessories,Red,California,S,Female,Standard,Credit Card,0,1,Winter,Weekly,7,133.39,19,Accessories_Dress_Red,Accessories_Dress_S,Accessories_Dress_California,70.81,Alta,Alta probabilidade
Jacket,Outerwear,Red,New York,S,Male,Express,Credit Card,1,1,Spring,Weekly,5,490.7,41,Outerwear_Jacket_Red,Outerwear_Jacket_S,Outerwear_Jacket_New York,90.15,Alta,Alta probabilidade
Jeans,Clothing,White,New York,L,Female,Standard,Debit Card,0,1,Fall,Weekly,1,310.72,34,Clothing_Jeans_White,Clothing_Jeans_L,Clothing_Jeans_New York,81.08,Alta,Alta probabilidade
Jeans,Outerwear,Black,Florida,S,Female,Express,Debit Card,1,1,Winter,Monthly,6,398.83,62,Outerwear_Jeans_Black,Outerwear_Jeans_S,Outerwear_Jeans_Florida,80.27,Alta,Alta probabilidade
Dress,Outerwear,White,California,L,Female,Express,Credit Card,1,0,Spring,Occasionally,1,51.94,18,Outerwear_Dress_White,Outerwear_Dress_L,Outerwear_Dress_California,56.24,Alta,Moderada
Jacket,Accessories,Blue,Texas,XL,Male,Express,PayPal,1,0,Summer,Monthly,1,99.89,23,Accessories_Jacket_Blue,Accessories_Jacket_XL,Accessories_Jacket_Texas,68.05,Alta,Moderada
Shoes,Outerwear,Red,Texas,S,Female,Express,Debit Card,0,0,Spring,Weekly,1,381.62,22,Outerwear_Shoes_Red,Outerwear_Shoes_S,Outerwear_Shoes_Texas,87.08,Alta,Alta probabilidade
Dress,Accessories,White,Nevada,S,Male,Standard,Debit Card,0,1,Summer,Monthly,0,20.77,62,Accessories_Dress_White,Accessories_Dress_S,Accessories_Dress_Nevada,50.66,Alta,Moderada
Jeans,Footwear,Black,Nevada,L,Female,Standard,PayPal,0,1,Summer,Occasionally,0,410.27,67,Footwear_Jeans_Black,Footwear_Jeans_L,Footwear_Jeans_Nevada,81.81,Alta,Alta probabilidade
Jeans,Footwear,White,Texas,XL,Male,Standard,PayPal,1,0,Winter,Weekly,6,16.84,46,Footwear_Jeans_White,Footwear_Jeans_XL,Footwear_Jeans_Texas,61.53,Alta,Moderada
Dress,Accessories,Green,New York,M,Male,Standard,Credit Card,0,0,Summer,Monthly,4,331.99,29,Accessories_Dress_Green,Accessories_Dress_M,Accessories_Dress_New York,75.77,Alta,Alta probabilidade
Jacket,Footwear,Black,New York,XL,Female,Standard,PayPal,1,1,Winter,Monthly,2,188.9,56,Footwear_Jacket_Black,Footwear_Jacket_XL,Footwear_Jacket_New York,79.64,Alta,Alta probabilidade
Jeans,Clothing,Blue,Nevada,L,Male,Express,Credit Card,0,0,Spring,Occasionally,0,309.63,64,Clothing_Jeans_Blue,Clothing_Jeans_L,Clothing_Jeans_Nevada,63.65,Alta,Moderada
Jacket,Outerwear,Red,Florida,XL,Male,Standard,PayPal,0,1,Spring,Monthly,9,351.06,20,Outerwear_Jacket_Red,Outerwear_Jacket_XL,Outerwear_Jacket_Florida,91.52,Alta,Alta probabilidade
Jeans,Clothing,White,Texas,L,Female,Standard,Debit Card,1,1,Summer,Occasionally,5,177.81,65,Clothing_Jeans_White,Clothing_Jeans_L,Clothing_Jeans_Texas,81.24,Alta,Alta probabilidade
Jeans,Outerwear,Black,Nevada,L,Female,Standard,Credit Card,1,0,Winter,Weekly,0,62.9,18,Outerwear_Jeans_Black,Outerwear_Jeans_L,Outerwear_Jeans_Nevada,53.4,Alta,Moderada
T-shirt,Footwear,Green,Nevada,M,Female,Standard,Credit Card,0,0,Summer,Weekly,8,44.13,44,Footwear_T-shirt_Green,Footwear_T-shirt_M,Footwear_T-shirt_Nevada,47.12,Não-Alta,Baixa
Jeans,Clothing,Black,Texas,S,Male,Express,Credit Card,0,0,Winter,Monthly,1,298.58,65,Clothing_Jeans_Black,Clothing_Jeans_S,Clothing_Jeans_Texas,79.51,Alta,Alta probabilidade
Shoes,Footwear,Yellow,Texas,L,Male,Express,PayPal,0,1,Winter,Weekly,0,265.12,41,Footwear_Shoes_Yellow,Footwear_Shoes_L,Footwear_Shoes_Texas,80.65,Alta,Alta probabilidade
Dress,Outerwear,Green,New York,L,Male,Express,Debit Card,1,1,Winter,Weekly,6,373.68,61,Outerwear_Dress_Green,Outerwear_Dress_L,Outerwear_Dress_New York,74.47,Alta,Alta probabilidade
Dress,Accessories,Blue,Florida,M,Female,Express,Credit Card,1,0,Spring,Monthly,5,259.77,36,Accessories_Dress_Blue,Accessories_Dress_M,Accessories_Dress_Florida,65.23,Alta,Moderada
Jacket,Accessories,Red,Florida,L,Male,Express,Credit Card,0,1,Winter,Weekly,5,217.0,25,Accessories_Jacket_Red,Accessories_Jacket_L,Accessories_Jacket_Florida,71.98,Alta,Alta probabilidade
Jeans,Clothing,Blue,Texas,S,Male,Standard,Credit Card,0,1,Spring,Monthly,4,205.06,61,Clothing_Jeans_Blue,Clothing_Jeans_S,Clothing_Jeans_Texas,50.92,Alta,Moderada
Shoes,Footwear,White,California,M,Male,Express,Credit Card,1,1,Winter,Occasionally,3,22.96,64,Footwear_Shoes_White,Footwear_Shoes_M,Footwear_Shoes_California,44.87,Não-Alta,Baixa
Jacket,Footwear,Black,Nevada,S,Male,Express,Debit Card,0,0,Spring,Occasionally,3,174.42,19,Footwear_Jacket_Black,Footwear_Jacket_S,Footwear_Jacket_Nevada,74.83,Alta,Alta probabilidade
T-shirt,Clothing,Yellow,Nevada,S,Male,Express,PayPal,1,1,Fall,Occasionally,2,488.25,47,Clothing_T-shirt_Yellow,Clothing_T-shirt_S,Clothing_T-shirt_Nevada,92.51,Alta,Alta probabilidade
Jacket,Accessories,Green,Texas,M,Male,Standard,Debit Card,1,0,Spring,Monthly,9,438.04,47,Accessories_Jacket_Green,Accessories_Jacket_M,Accessories_Jacket_Texas,87.52,Alta,Alta probabilidade
Jacket,Outerwear,Green,California,L,Male,Standard,Credit Card,1,0,Spring,Monthly,7,171.4,66,Outerwear_Jacket_Green,Outerwear_Jacket_L,Outerwear_Jacket_California,78.04,Alta,Alta probabilidade
Jeans,Clothing,Black,New York,S,Female,Express,Debit Card,1,1,Summer,Weekly,6,298.02,56,Clothing_Jeans_Black,Clothing_Jeans_S,Clothing_Jeans_New York,53.94,Alta,Moderada
T-shirt,Outerwear,Yellow,Texas,S,Female,Standard,Credit Card,1,0,Winter,Weekly,8,425.18,62,Outerwear_T-shirt_Yellow,Outerwear_T-shirt_S,Outerwear_T-shirt_Texas,94.57,Alta,Alta probabilidade
Jacket,Accessories,Black,Texas,S,Female,Standard,PayPal,1,1,Fall,Weekly,0,226.22,49,Accessories_Jacket_Black,Accessories_Jacket_S,Accessories_Jacket_Texas,83.11,Alta,Alta probabilidade
Shoes,Footwear,White,Nevada,S,Male,Express,PayPal,0,0,Summer,Weekly,6,18.8,18,Footwear_Shoes_White,Footwear_Shoes_S,Footwear_Shoes_Nevada,64.38,Alta,Moderada
Shoes,Accessories,Blue,Texas,M,Male,Standard,PayPal,1,0,Winter,Weekly,9,46.51,55,Accessories_Shoes_Blue,Accessories_Shoes_M,Accessories_Shoes_Texas,48.25,Não-Alta,Baixa
Dress,Clothing,Green,Texas,M,Female,Standard,Credit Card,1,1,Fall,Monthly,3,260.09,30,Clothing_Dress_Green,Clothing_Dress_M,Clothing_Dress_Texas,62.9,Alta,Moderada
T-shirt,Footwear,White,Texas,XL,Male,Standard,Debit Card,0,0,Fall,Monthly,6,485.03,28,Footwear_T-shirt_White,Footwear_T-shirt_XL,Footwear_T-shirt_Texas,96.36,Alta,Alta probabilidade
T-shirt,Clothing,Blue,Nevada,XL,Female,Express,PayPal,1,0,Fall,Occasionally,0,349.67,27,Clothing_T-shirt_Blue,Clothing_T-shirt_XL,Clothing_T-shirt_Nevada,83.48,Alta,Alta probabilidade
Dress,Clothing,White,New York,S,Male,Express,Credit Card,0,0,Winter,Occasionally,4,44.75,65,Clothing_Dress_White,Clothing_Dress_S,Clothing_Dress_New York,37.43,Não-Alta,Baixa
Jacket,Accessories,Yellow,New York,L,Male,Express,Credit Card,1,1,Fall,Occasionally,2,102.79,43,Accessories_Jacket_Yellow,Accessories_Jacket_L,Accessories_Jacket_New York,66.54,Alta,Moderada
T-shirt,Clothing,Green,Texas,S,Female,Standard,Debit Card,0,1,Fall,Occasionally,4,387.95,37,Clothing_T-shirt_Green,Clothing_T-shirt_S,Clothing_T-shirt_Texas,92.64,Alta,Alta probabilidade
Shoes,Accessories,Black,Nevada,L,Female,Express,PayPal,0,0,Summer,Monthly,3,422.31,34,Accessories_Shoes_Black,Accessories_Shoes_L,Accessories_Shoes_Nevada,81.85,Alta,Alta probabilidade
Shoes,Footwear,Black,New York,S,Female,Standard,Credit Card,1,0,Spring,Monthly,1,312.67,34,Footwear_Shoes_Black,Footwear_Shoes_S,Footwear_Shoes_New York,72.51,Alta,Alta probabilidade
Jeans,Accessories,Blue,New York,XL,Female,Standard,Debit Card,1,0,Winter,Monthly,3,325.77,21,Accessories_Jeans_Blue,Accessories_Jeans_XL,Accessories_Jeans_New York,76.98,Alta,Alta probabilidade
T-shirt,Footwear,Red,New York,XL,Female,Standard,PayPal,1,1,Spring,Weekly,2,23.89,22,Footwear_T-shirt_Red,Footwear_T-shirt_XL,Footwear_T-shirt_New York,66.57,Alta,Moderada
Jacket,Accessories,Yellow,Nevada,L,Male,Express,Debit Card,1,1,Summer,Weekly,0,415.98,40,Accessories_Jacket_Yellow,Accessories_Jacket_L,Accessories_Jacket_Nevada,86.91,Alta,Alta probabilidade
Dress,Outerwear,Blue,Nevada,S,Male,Express,Debit Card,0,0,Spring,Occasionally,9,396.25,63,Outerwear_Dress_Blue,Outerwear_Dress_S,Outerwear_Dress_Nevada,79.0,Alta,Alta probabilidade
Dress,Outerwear,Red,Texas,L,Male,Express,Credit Card,0,1,Fall,Weekly,7,136.93,69,Outerwear_Dress_Red,Outerwear_Dress_L,Outerwear_Dress_Texas,68.57,Alta,Moderada
Jacket,Clothing,White,Florida,XL,Female,Express,Credit Card,0,1,Fall,Monthly,4,357.25,27,Clothing_Jacket_White,Clothing_Jacket_XL,Clothing_Jacket_Florida,85.54,Alta,Alta probabilidade
Jeans,Accessories,Yellow,New York,S,Female,Standard,Credit Card,1,1,Winter,Occasionally,3,115.28,63,Accessories_Jeans_Yellow,Accessories_Jeans_S,Accessories_Jeans_New York,63.97,Alta,Moderada
Dress,Accessories,White,Florida,S,Female,Express,Debit Card,0,1,Winter,Occasionally,9,29.76,45,Accessories_Dress_White,Accessories_Dress_S,Accessories_Dress_Florida,49.14,Não-Alta,Baixa
T-shirt,Footwear,Green,Nevada,L,Female,Standard,Credit Card,1,0,Winter,Weekly,4,108.56,50,Footwear_T-shirt_Green,Footwear_T-shirt_L,Footwear_T-shirt_Nevada,55.13,Alta,Moderada
Jeans,Clothing,Yellow,Nevada,M,Female,Express,Debit Card,1,1,Summer,Occasionally,3,97.53,60,Clothing_Jeans_Yellow,Clothing_Jeans_M,Clothing_Jeans_Nevada,22.18,Não-Alta,Baixa
T-shirt,Accessories,Red,Nevada,L,Female,Express,Debit Card,0,1,Winter,Weekly,2,175.5,43,Accessories_T-shirt_Red,Accessories_T-shirt_L,Accessories_T-shirt_Nevada,63.88,Alta,Moderada
Shoes,Clothing,Green,Florida,XL,Male,Express,Credit Card,1,0,Summer,Weekly,4,215.04,67,Clothing_Shoes_Green,Clothing_Shoes_XL,Clothing_Shoes_Florida,56.51,Alta,Moderada
Jeans,Outerwear,Black,Nevada,XL,Male,Standard,PayPal,0,0,Fall,Occasionally,3,259.18,65,Outerwear_Jeans_Black,Outerwear_Jeans_XL,Outerwear_Jeans_Nevada,74.92,Alta,Alta probabilidade
Dress,Accessories,Red,Texas,XL,Male,Standard,PayPal,1,1,Spring,Weekly,0,243.61,46,Accessories_Dress_Red,Accessories_Dress_XL,Accessories_Dress_Texas,85.48,Alta,Alta probabilidade
Jeans,Accessories,Blue,Nevada,XL,Male,Standard,PayPal,0,1,Fall,Weekly,2,142.63,44,Accessories_Jeans_Blue,Accessories_Jeans_XL,Accessories_Jeans_Nevada,59.8,Alta,Moderada
Jeans,Clothing,Black,California,XL,Male,Standard,Debit Card,1,0,Fall,Weekly,9,24.29,35,Clothing_Jeans_Black,Clothing_Jeans_XL,Clothing_Jeans_California,73.78,Alta,Alta probabilidade
Jeans,Accessories,Black,Florida,M,Female,Standard,Debit Card,0,0,Fall,Weekly,9,306.5,57,Accessories_Jeans_Black,Accessories_Jeans_M,Accessories_Jeans_Florida,71.47,Alta,Alta probabilidade
Jeans,Clothing,Blue,California,S,Female,Express,Debit Card,0,0,Winter,Occasionally,7,203.91,27,Clothing_Jeans_Blue,Clothing_Jeans_S,Clothing_Jeans_California,28.97,Não-Alta,Baixa
T-shirt,Accessories,Yellow,Nevada,L,Female,Standard,Credit Card,1,1,Winter,Monthly,6,156.35,59,Accessories_T-shirt_Yellow,Accessories_T-shirt_L,Accessories_T-shirt_Nevada,75.38,Alta,Alta probabilidade
Shoes,Footwear,Black,Texas,L,Female,Standard,Debit Card,1,1,Winter,Monthly,1,434.8,22,Footwear_Shoes_Black,Footwear_Shoes_L,Footwear_Shoes_Texas,75.37,Alta,Alta probabilidade
Jacket,Clothing,Red,New York,XL,Female,Standard,Credit Card,0,0,Spring,Weekly,0,375.9,27,Clothing_Jacket_Red,Clothing_Jacket_XL,Clothing_Jacket_New York,88.09,Alta,Alta probabilidade
Jeans,Accessories,Green,Nevada,L,Female,Standard,Credit Card,1,1,Winter,Weekly,2,430.31,67,Accessories_Jeans_Green,Accessories_Jeans_L,Accessories_Jeans_Nevada,74.85,Alta,Alta probabilidade
Dress,Outerwear,Black,Texas,XL,Male,Express,PayPal,1,0,Summer,Weekly,4,252.54,38,Outerwear_Dress_Black,Outerwear_Dress_XL,Outerwear_Dress_Texas,85.31,Alta,Alta probabilidade
Jeans,Accessories,Red,Florida,M,Female,Standard,PayPal,1,1,Fall,Monthly,9,74.16,41,Accessories_Jeans_Red,Accessories_Jeans_M,Accessories_Jeans_Florida,37.53,Não-Alta,Baixa
Dress,Outerwear,White,California,M,Female,Express,PayPal,0,0,Spring,Weekly,0,351.15,55,Outerwear_Dress_White,Outerwear_Dress_M,Outerwear_Dress_California,78.6,Alta,Alta probabilidade
T-shirt,Outerwear,Red,California,S,Female,Express,Credit Card,0,0,Spring,Occasionally,2,110.98,20,Outerwear_T-shirt_Red,Outerwear_T-shirt_S,Outerwear_T-shirt_California,68.93,Alta,Moderada
Dress,Footwear,Green,California,M,Female,Express,Credit Card,1,1,Spring,Occasionally,2,226.2,57,Footwear_Dress_Green,Footwear_Dress_M,Footwear_Dress_California,63.78,Alta,Moderada
Jacket,Clothing,Red,Florida,M,Male,Standard,Credit Card,1,1,Spring,Occasionally,4,41.85,48,Clothing_Jacket_Red,Clothing_Jacket_M,Clothing_Jacket_Florida,46.92,Não-Alta,Baixa
Shoes,Accessories,Blue,Texas,S,Male,Express,Debit Card,0,1,Spring,Monthly,2,414.4,58,Accessories_Shoes_Blue,Accessories_Shoes_S,Accessories_Shoes_Texas,88.46,Alta,Alta probabilidade
Dress,Footwear,Green,Florida,L,Female,Standard,Credit Card,1,1,Summer,Weekly,8,71.71,54,Footwear_Dress_Green,Footwear_Dress_L,Footwear_Dress_Florida,48.56,Não-Alta,Baixa
Dress,Accessories,Yellow,California,XL,Male,Standard,PayPal,0,1,Fall,Weekly,0,452.52,19,Accessories_Dress_Yellow,Accessories_Dress_XL,Accessories_Dress_California,95.2,Alta,Alta probabilidade
Shoes,Outerwear,White,Nevada,XL,Male,Standard,PayPal,1,1,Spring,Weekly,3,433.47,19,Outerwear_Shoes_White,Outerwear_Shoes_XL,Outerwear_Shoes_Nevada,90.11,Alta,Alta probabilidade
Jacket,Clothing,Blue,New York,L,Female,Standard,Credit Card,1,0,Fall,Monthly,9,237.65,56,Clothing_Jacket_Blue,Clothing_Jacket_L,Clothing_Jacket_New York,62.66,Alta,Moderada
Jeans,Accessories,Yellow,Florida,S,Female,Standard,Credit Card,1,1,Winter,Monthly,9,374.74,66,Accessories_Jeans_Yellow,Accessories_Jeans_S,Accessories_Jeans_Florida,84.7,Alta,Alta probabilidade
Dress,Accessories,Red,Florida,L,Female,Express,PayPal,0,0,Spring,Monthly,3,313.53,59,Accessories_Dress_Red,Accessories_Dress_L,Accessories_Dress_Florida,71.57,Alta,Alta probabilidade
Shoes,Outerwear,Green,Texas,M,Female,Express,Credit Card,0,0,Spring,Monthly,0,403.51,61,Outerwear_Shoes_Green,Outerwear_Shoes_M,Outerwear_Shoes_Texas,82.77,Alta,Alta probabilidade
T-shirt,Accessories,White,Texas,S,Female,Standard,PayPal,0,1,Fall,Occasionally,1,221.58,51,Accessories_T-shirt_White,Accessories_T-shirt_S,Accessories_T-shirt_Texas,83.24,Alta,Alta probabilidade
Shoes,Accessories,Blue,Florida,S,Male,Express,Debit Card,0,0,Spring,Monthly,0,395.05,59,Accessories_Shoes_Blue,Accessories_Shoes_S,Accessories_Shoes_Florida,79.11,Alta,Alta probabilidade
T-shirt,Outerwear,Yellow,California,S,Female,Standard,PayPal,1,0,Spring,Monthly,5,236.6,37,Outerwear_T-shirt_Yellow,Outerwear_T-shirt_S,Outerwear_T-shirt_California,85.26,Alta,Alta probabilidade
Jacket,Footwear,Yellow,New York,XL,Female,Express,Debit Card,1,1,Spring,Monthly,2,471.07,50,Footwear_Jacket_Yellow,Footwear_Jacket_XL,Footwear_Jacket_New York,94.11,Alta,Alta probabilidade
Jeans,Outerwear,White,Texas,L,Female,Express,Credit Card,0,1,Summer,Weekly,6,248.32,21,Outerwear_Jeans_White,Outerwear_Jeans_L,Outerwear_Jeans_Texas,78.6,Alta,Alta probabilidade
Shoes,Footwear,Red,California,S,Male,Express,Credit Card,1,1,Summer,Weekly,4,236.68,62,Footwear_Shoes_Red,Footwear_Shoes_S,Footwear_Shoes_California,43.57,Não-Alta,Baixa
Dress,Clothing,White,Nevada,S,Female,Express,Debit Card,1,0,Spring,Weekly,8,394.69,61,Clothing_Dress_White,Clothing_Dress_S,Clothing_Dress_Nevada,49.3,Não-Alta,Baixa
Jacket,Footwear,Yellow,Texas,S,Female,Express,Credit Card,0,1,Summer,Occasionally,6,412.57,28,Footwear_Jacket_Yellow,Footwear_Jacket_S,Footwear_Jacket_Texas,94.31,Alta,Alta probabilidade
Shoes,Footwear,Black,California,L,Female,Standard,Debit Card,1,1,Winter,Occasionally,3,281.7,59,Footwear_Shoes_Black,Footwear_Shoes_L,Footwear_Shoes_California,68.46,Alta,Moderada
Dress,Clothing,Blue,California,XL,Male,Standard,Credit Card,1,1,Spring,Monthly,4,98.1,64,Clothing_Dress_Blue,Clothing_Dress_XL,Clothing_Dress_California,71.97,Alta,Alta probabilidade
Shoes,Footwear,White,New York,M,Female,Express,PayPal,0,1,Winter,Weekly,4,239.2,22,Footwear_Shoes_White,Footwear_Shoes_M,Footwear_Shoes_New York,71.37,Alta,Alta probabilidade
T-shirt,Outerwear,Yellow,New York,XL,Female,Standard,Credit Card,1,0,Fall,Occasionally,4,484.36,42,Outerwear_T-shirt_Yellow,Outerwear_T-shirt_XL,Outerwear_T-shirt_New York,94.93,Alta,Alta probabilidade
Shoes,Footwear,Red,Nevada,S,Female,Express,PayPal,1,1,Winter,Weekly,9,378.96,66,Footwear_Shoes_Red,Footwear_Shoes_S,Footwear_Shoes_Nevada,67.55,Alta,Moderada
Shoes,Clothing,Yellow,California,XL,Male,Standard,PayPal,1,0,Fall,Occasionally,8,407.47,54,Clothing_Shoes_Yellow,Clothing_Shoes_XL,Clothing_Shoes_California,88.02,Alta,Alta probabilidade
Shoes,Outerwear,Red,California,XL,Female,Express,Debit Card,0,1,Spring,Occasionally,9,26.08,51,Outerwear_Shoes_Red,Outerwear_Shoes_XL,Outerwear_Shoes_California,54.74,Alta,Moderada
